law_code	law_name	bab	chapter	section	article_number	text
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			115	ماده 115- وظایف و اختیاراتی که به موجب قانون و نظامات مربوطه در مورد دخالت دادستانها در امور محتاج به تعیین امین مقرر است در خارج ایران به عهده مأمورین کنسولی خواهد بود. ‌
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			116	ماده 116- اگر در عهود و قراردادهای منعقده بین دولت ایران و دولتی که مأمور کنسولی مأموریت خود را در کشور آن دولت اجرا می‌کند ترتیبی بر خلاف مقررات دو ماده فوق اتخاذ شده باشد مأمورین مذکور مفاد آن دو ماده را تا حدی که با مقررات عهدنامه یا قرارداد مخالف نباشد اجراء خواهند کرد.
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			117	ماده 117- اشخاصی که نباید به قیمومت منصوب شوند به سمت امین معین نخواهند شد.
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			118	ماده 118- کسی که به عنوان عجز از اداره اموال برای او امین معین شده اگر تصرفی در اموال خود بنماید نافذ است و امین نمی‌تواند او را ممانعت نماید.
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			119	ماده 119- مقررات راجع به وظائف و اختیارات و مسئولیت قیم شامل امین غائب و جنین هم می‌شود.
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			120	ماده 120- سمت امینی که برای جنین معین شده است پس از تولد طفل زائل می‌شود و در غیر این مورد نیز پس از زوال سببی که موجب تعیین امین شده است سمت امین زائل خواهد شد.
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			121	ماده 121- مقررات راجع بعزل قیم نسبت به امین هم جاری است. ‌
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			122	ماده 122- امینی که برای اداره اموال مربوطه بمصارف عمومی تعیین می‌شود باید به ترتیبی که مقرر شده و موافق مصلحت اموال را اداره و در مصارف مخصوصه که مقرر شده است صرف نماید.
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			123	ماده 123- امینی که برای اداره اموال عاجز معین می‌شود به منزله وکیل عاجز است و احکام وکیل نسبت به او جاری است. ‌
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			124	ماده 124- امین باید در ظرف سه روز پس از ابلاغ با رعایت مدت مسافت مذکور در آیین دادرسی مدنی قبول یا عدم قبول سمت امانت را به دادگاه اطلاع دهد و اگر در این مدت قبول خود را اطلاع نداد شخص دیگری معین خواهد شد مگر اینکه قبل از تعیین دیگری قبول سمت امانت را به دادگاه اطلاع دهد که در این صورت همان شخص به سمت امانت باقی خواهد ماند.
omoor_hasabi	قانون امور حسبی	باب سوم- امور راجع به امین			125	ماده 125- هزینه حفظ و اداره اموالی که برای آن امین معین شده است از اموال نامبرده برداشته خواهد شد.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل اول- در صلاحیت دادگاه		126	ماده 126- امور راجع به غائب مفقودالاثر با دادگاه شهرستان محلی است که آخرین اقامتگاه غائب در آن محل بوده.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل اول- در صلاحیت دادگاه		127	ماده 127- هرگاه آخرین اقامتگاه غائب در خارج از ایران باشد دادگاهی برای رسیدگی به امور غائب صالح است که آخرین محل سکونت غائب در حوزه آن دادگاه بوده.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل اول- در صلاحیت دادگاه		128	ماده 128- هرگاه غائب در ایران اقامتگاه یا محل سکنی نداشته یا اقامتگاه و محل سکنای او در ایران معلوم نباشد دادگاه محلی برای رسیدگی به امور غائب صالح است که ورثه غائب در آن محل اقامت یا سکنی دارند.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل اول- در صلاحیت دادگاه		129	ماده 129- در صورتی که ورثه غائب در ایران معلوم نباشد دادگاهی صالح است که غائب در آنجا مال دارد.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل دوم- در تعیین امین		130	ماده 130- دادستان و اشخاص ذی‌نفع از قبیل وراث و بستانکار حق دارند از دادگاه درخواست تعیین امین برای اداره اموال غائب بنمایند.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل دوم- در تعیین امین		131	ماده 131- پس از وصول درخواست تعیین امین دادگاه در خصوص غیبت و اینکه غائب کسی را برای اداره اموال خود معین کرده است یا نه تحقیق نموده و پس از احراز غیبت و وجود شرایط ماده 1012 قانون مدنی تعیین امین می‌نماید.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل دوم- در تعیین امین		132	ماده 132- کسی که در زمان غیبت غائب عملا متصدی امور او باشد در موقع تعیین امین برای غائب آن شخص بر دیگران مقدم خواهد بود.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل دوم- در تعیین امین		133	ماده 133- غائبی که تابعیت او مشکوک است تابع مقررات راجع به تبعه ایران است.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل دوم- در تعیین امین		134	ماده 134- سایر احکام امین غائب مطابق احکام مذکور در قانون مدنی و باب سوم این قانون است.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل دوم- در تعیین امین		135	ماده 135- بعد از صدور حکم موت فرضی غائب یا معلوم شدن موت حقیقی یا زنده بودن غائب سمت امین زایل می‌شود.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		136	ماده 136- بعد از گذشتن دو سال تمام از آخرین خبر غائب ورثه او می‌توانند از دادگاه درخواست کنند که دارائی غائب به تصرف آنها داده شود. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		137	ماده 137- درخواست باید کتبی و مشتمل بر امور زیر باشد: 1- نام و مشخصات درخواست کننده. 2- مشخصات غائب. 3- تاریخ غیبت. 4- ادله و جهاتی که به موجب آن درخواست کننده حق این درخواست را برای خود قائل است. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		138	ماده 138- پس از وصول درخواست نامه دادگاه با حضور درخواست کننده و دادستان بدلائل درخواست رسیدگی می‌نماید و نیز راجع به اقامتگاه غائب و تاریخ غیبت و معلوم نبودن محل او بازجوئی لازم نموده و در صورت احراز صلاحیت درخواست کننده آگهی مشتمل بر درخواست نامبرده و دعوت اشخاصی که از غائب اطلاعی دارند برای اظهار اطلاع به دادگاه ترتیب می‌دهد. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		139	ماده 139- آگهی مذکور فوق در سه دفعه متوالی هر کدام به فاصله یکماه منتشر می‌شود و پس از یکسال از تاریخ نشر آخرین آگهی در صورت وجود شرایط مذکور در ماده 1025 و 1026 قانون مدنی اموال غائب به تصرف ورثه او داده می‌شود. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		140	ماده 140- در صورتی که غائب برای اداره اموال خود کسی را معین کرده باشد و آن کس فوت شود یا به جهت دیگری صلاحیتش برای اداره اموال از بین برود امین برای اداره اموال معین می‌گردد و اموال به تصرف ورثه داده نمی شود تا حکم موت فرضی غائب صادر شود. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		141	ماده 141- هرگاه در بین اموال غائب مال ضایع شدنی باشد ورثه یا امین که اموال غائب به تصرف آنها داده شده آن مال را فروخته و از نتیجه فروش با رعایت مصلحت غائب مالی خریداری و یا اقدام دیگری که به صرفه غائب باشدمی‌نماید. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		142	ماده 142- هر یک از امین و ورثه که اموال غائب به تصرف آنها داده شده است می‌توانند با اجازه دادستان اموال منقوله غائب را که مورد احتیاج نیست فروخته و از پول آن مال دیگری که موافق مصلحت غائب باشد خریداری و یا اقدام دیگری که به صرفه غائب باشد بنمایند.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		143	ماده 143- در موردی که اموال غائب به ورثه تسلیم می‌شود هرگاه وصیتی شده باشد اموال مورد وصیت به وصی یا موصی‌له داده می‌شود مشروط به این که مطابق ماده 1026 قانون مدنی تأمین بدهند. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		144	ماده 144- ورثه و وصی و موصی‌له که اموال غائب موقتا به آنها تسلیم می‌شود باید اموال را با رعایت مصلحت غائب حفظ و اداره نمایند و آنها در اداره اموال غائب به منزله وکیل او خواهند بود. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		145	ماده 145- در مورد تسلیم اموال به امین یا ورثه دادگاه به درخواست یکی از ورثه یا امین صورتی از اموال و اسناد غائب تنظیم می‌نماید و این صورت در دفتر دادگاه بایگانی می‌شود و اشخاص ذی‌نفع می‌توانند از آن رونوشت بگیرند. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		146	ماده 146- در صورتی که ورثه درخواست کنند صورت اموال با حضور دادستان تنظیم و بهای اموال به توسط کارشناس معین و در صورت اموال بهای آنها قید شود دادگاه درخواست نامبرده را می‌پذیرد و هزینه ارزیابی از مال غائب برداشته خواهد شد.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		147	ماده 147- نفقه اشخاص واجب النفقه غائب و دیون غائب از وجوه نقد یا منافع اموال او داده می‌شود و در صورت عدم کفایت از اموال منقوله فروخته خواهد شد و اگر اموال منقول هم کافی نباشد از اموال غیرمنقول فروخته می‌شود. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		148	ماده 148- در غیر مورد ماده قبل ورثه و امین حق ندارند اموال غیرمنقول غائب را بفروشند یا رهن بگذارند.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		149	ماده 149- در دعوی بر غائب ورثه یا امین که مال به تصرف آنها داده شده طرف دعوی خواهند بود و همچنین ورثه یا امین حق دارند برای وصول مطالبات غائب اقامه دعوی نمایند.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		150	ماده 150- در موردی که اموال غائب به تصرف ورثه یا امین داده شده باشد دادگاه می‌تواند حق الزحمه متناسبی از درآمد اموال برای ورثه یا امین معین نماید هزینه حفظ و اداره اموال غائب از اموال غائب برداشته می‌شود.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		151	ماده 151- هرگاه بین ورثه غائب غائبی بوده که محتاج به تعیین امین باشد برای او نیز امینی معین و سهم شخص غائب به امین سپرده می‌شود.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل سوم- دادن اموال به طور موقت به تصرف ورثه		152	ماده 152- هرگاه بین ورثه غائب محجوری باشد سهم او به ولی یا قیم یا وصی سپرده خواهد شد.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		153	ماده 153- اشخاص زیر می‌توانند از دادگاه درخواست صدور حکم موت فرضی غائب را بنمایند: 1- ورثه غائب. 2- وصی و موصی‌له. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		154	ماده 154- درخواست باید کتبی و مشتمل بر امور زیر باشد: 1- مشخصات غائب. 2- تاریخ غیبت. 3- دلائلی که به موجب آن درخواست کننده حق درخواست صدور حکم موت فرضی را دارد. 4- ادله و اسنادی که مطابق ماده 1020 و 1021 و 1022 قانون مدنی ممکن است به موجب آن ادله و اسناد درخواست حکم موت فرضی غائب را نمود. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		155	ماده 155- پس از وصول درخواست نامه دادگاه اظهارات و دلائل درخواست کننده را در نظر گرفته و در صورتی که اظهارات و دلائل نامبرده را موجه دانست آگهی مطابق ماده 1023 قانون مدنی ترتیب می‌دهد و این آگهی در سه دفعه متوالی هر کدام به فاصله یکماه منتشر می‌شود و جلسه رسیدگی به درخواست به فاصله یکسال از تاریخ نشر آخرین آگهی معین می گردد. مقررات این ماده در صورتی اجراء می‌شود که قبلا در زمینه درخواست تصرف اموال آگهی نشده باشد و چنانچه مطابق ماده 1025 قانون مدنی آگهی شده باشد دادگاه به آن اکتفا می‌نماید.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		156	ماده 156- رسیدگی با حضور درخواست کننده و دادستان به‌عمل می‌آید عدم حضور درخواست کننده مانع رسیدگی نیست. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		157	ماده 157- دادگاه می‌تواند هرگونه تحقیق که مقتضی بداند بنماید و پس از احراز موجبات صدور حکم موت فرضی حکم می‌دهد. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		158	ماده 158- حکم باید مشتمل بر امور زیر باشد: 1- نام و نام خانواده درخواست کننده. 2- مشخصات غائب. 3- دلایل و مستندات حکم. 4- تاریخ صدور حکم.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		159	ماده 159- درخواست کننده می‌تواند از رد درخواست خود و دادستان از حکم موت فرضی پژوهش بخواهد و رای پژوهش قابل فرجام نیست.
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		160	ماده 160- بعد از قطعیت حکم موت فرضی تامیناتی که از امین یا ورثه گرفته شده است مرتفع می‌شود. ‌
omoor_hasabi	قانون امور حسبی	باب چهارم- راجع به غائب مفقودالاثر	فصل چهارم- در حکم موت فرضی		161	ماده 161- در هر موقع که موت حقیقی یا زنده بودن غائب معلوم شود اقداماتی که راجع به موت فرضی او به‌عمل آمده است بلااثر خواهد شد مگر اقداماتی که برای حفظ و اداره اموال غائب شده است.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل اول- در صلاحیت		162	ماده 162- امور راجع به ترکه عبارت است از اقداماتی که برای حفظ ترکه و رسانیدن آن به صاحبان حقوق می‌شود از قبیل مهر و موم و تحریر ترکه و اداره ترکه و غیره.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل اول- در صلاحیت		163	ماده 163- امور راجع به ترکه با دادگاه بخشی است که آخرین اقامتگاه متوفی در ایران در حوزه آن دادگاه بوده و اگر متوفی در ایران اقامتگاه نداشته با دادگاهی است که آخرین محل سکنای متوفی در حوزه آن دادگاه بوده. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل اول- در صلاحیت		164	ماده 164- هرگاه متوفی در ایران اقامتگاه یا محل سکنی نداشته دادگاهی صالح است که ترکه در آنجا واقع شده و اگر ترکه در جاهای مختلف باشد دادگاهی که مال غیرمنقول در حوزه آن واقع است صلاحیت خواهد داشت و اگر اموال غیرمنقول در حوزه های متعدد باشد صلاحیت با دادگاهی است که قبلا شروع به اقدام کرده. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل اول- در صلاحیت		165	ماده 165- هرگاه تمام یا قسمتی از اموال متوفی در حوزه دادگاهی غیر از دادگاهی که مطابق مواد فوق صالح است باشد دادگاهی که اموال در حوزه آن دادگاه است اقدامات راجع به حفظ اموال متوفی را از قبیل مهر و موم به‌عمل آورده رونوشت صورت مجلس عملیات خود را به دادگاهی که مطابق دو ماده فوق برای رسیدگی به امور ترکه صالح است می‌فرستند.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		166	ماده 166- دادگاه بخش مهر مخصوصی برای مهر و موم ترکه خواهد داشت و نمونه آن باید نزد رئیس دادگاه شهرستان باشد. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		167	ماده 167- اشخاص مذکور زیر می‌توانند درخواست مهر و موم ترکه را بنمایند: 1- هر یک از ورثه متوفی یا نماینده قانونی آنها. 2- موصی‌له در صورتی که وصیت به جزء مشاع شده باشد. 3- طلبکار متوفی که طلب او مستند بسند رسمی یا حکم قطعی باشد بمقدار طلب در صورتی که در مقابل طلب رهن نبوده و ترتیب دیگری هم برای تامین طلب نشده باشد. 4- کسی که از طرف متوفی به عنوان وصایت معین شده باشد. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		168	ماده 168- دادگاه بخش در موارد زیر پس از اطلاع اقدام به مهر و موم می‌نماید: 1- در موردی که کسی که در خانه استیجاری یا مهمانخانه و امثال آن فوت شده و کسی برای حفظ اموال او نباشد. 2- در صورتی که از اموال دولتی یا عمومی نزد متوفی امانت باشد. ‌در مورد شق اول این ماده مالک خانه یا مدیر مهمانخانه و امثال آنها مکلفند به دادگاه بخش اطلاع بدهند. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		169	ماده 169- در مورد شق 2 ماده فوق مهر و موم فقط نسبت به اموال دولتی یا عمومی که نزد متوفی امانت بوده است به‌عمل می‌آید مگر اینکه اشخاص صلاحیت‌دار درخواست مهر و موم نسبت به بقیه اموال را بنمایند. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		170	ماده 170- در صورتی که قبل از حضور دادرس دادگاه بخش در محل ترکه اقدام فوری برای حفظ ترکه لازم باشد اقدام مزبور به توسط دادستان و در جائیکه دادستان نباشد به توسط کلانتری محل و اگر مامورین شهربانی نباشند به توسط دهبان با حضور دو نفر معتمد محلی به‌عمل می‌آید و در مورد مداخله دهبان دادستان می‌تواند در هر دهستان که مقتضی بداند دهبان را از مداخله منع کرده و صاحب دفتر رسمی یا یکی از مامورین دولتی یا دو نفر معتمد محلی را متفقا بانجام این کار مامور نماید مامورین نامبرده مراتب را در صورتمجلس نوشته و آنرا به دادگاه بخش می‌فرستند.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		171	ماده 171- در هر موردی که از طرف مامورین مذکور در ماده قبل ترکه مهر و موم می‌شود مامورین نامبرده کلید قفلهائیرا که بر روی آن مهر و موم خورده است در پاکت یا لفافی مهر و موم نموده و به دادگاه بخش می‌فرستند.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		172	ماده 172- در صورتی که بین ورثه محجوری باشد که ولی یا وصی یا قیم نداشته باشد دادرس باید پس از مهر و موم مراتب را به دادستان اطلاع دهد که جهت تعیین قیم اقدام نماید.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		173	ماده 173- در صورتی که بین ورثه غائبی باشد که برای اداره اموال خود نماینده نداشته باشد اگر محل غائب معلوم است دادرس مهر و موم ترکه را به او اطلاع می‌دهد و اگر محل غائب معلوم نباشد به دادستان اطلاع خواهد داد که در صورت اقتضا جهت تعیین امین برای او اقدام کند.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		174	ماده 174- رئیس دادگاه در مواردی که باید اقدام به مهر و موم شود فورا باید خود یا به وسیله کارمند علی البدل اقدام به مهر و موم نماید و اگر علتی موجب تاخیر این اقدام گردد علت مذکور را در صورت مجلس می‌نویسد. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		175	ماده 175- وقت مهر و موم را دادگاه به اشخاصی که ذی‌نفع بداند اطلاع می‌دهد ولی نباید این امر موجب تاخیر مهر و موم شود.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		176	ماده 176- در موقع مهر و موم صورت مجلسی مشتمل بر امور زیر تنظیم می‌شود: 1- تاریخ سال و ماه و روز و ساعتی که اقدام به مهر و موم شده است. 2- نام و مشخصات کسی که مباشر مهر و موم است. 3- علتی که موجب مهر و موم شده است. 4- نام و مشخصات و محل اقامت کسی که درخواست مهر و موم نموده و اگر دادرس بنظر خود اقدام به مهر و موم کرده باشد این نکته را در صورت مجلس می‌نویسد. 5- نام و مشخصات و اظهارات اشخاص ذی‌نفع که در موقع مهر و موم حاضر بوده اند. 6- تعیین جائیکه ترکه در آنجا مهر و موم شده از قبیل اطاق- صندوقخانه و گنجه. 7- وصف اجمالی از اشیائیکه مهر و موم نشده است. 8- اموال در محل خود مهر و موم شده است یا محل آن تغییری داده شده. 9- نگهبان در صورتی که معین شده باشد با ذکر اینکه نگاهبان را دادرس مستقلا معین کرده یا بر حسب معرفی اشخاص ذی‌نفع. 10- اظهار کتبی و صریح با قید التزام از کلیه اشخاصی که با متوفی در یکجا زندگی کرده و یا اموال در تصرف آنها بوده مشعر بر اینکه چیزی از اموال متوفی را خارج یا مخفی نکرده و مطلع نیستند که دیگری به طور مستقیم یا غیرمستقیم اموال متوفی را برده یا مخفی کرده است.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		177	ماده 177- صورت مجلس مذکور فوق باید به امضاء کسی که مباشر مهر و موم است و اشخاص ذی‌نفع برسد و در صورتی که اشخاص مزبور نخواهند یا نتوانند امضاء کنند مراتب در صورت مجلس ذکر می‌شود.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		178	ماده 178- کلید قفل‌هایی که روی آن مهر و موم شده در دادگاه بخش بایگانی و این امر در صورت مجلس قید می‌شود.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		179	ماده 179- نسبت به اموالی که مهر و موم آن ممکن نیست صورت اجمالی از آن برداشته شده و در صورت لزوم نگاهبانی بر آن می‌گمارند. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		180	ماده 180- در صورتی که از اموال دولتی یا عمومی نزد متوفی امانت باشد اموال نامبرده در همان محلی که متوفی گذارده است مهر و موم خواهد شد مگر اینکه موجبی برای تغییر محل باشد. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		181	ماده 181- هرگاه در حین مهر و موم ترکه وصیت‌نامه یا برگهای دیگری پیدا شود که در لفافی مهر و موم شده باشد دادرس مشخصات اوراق و چگونگی مهر و موم و عنوانی که روی آن نوشته شده و نشانه روی لفاف را در صورت مجلس نوشته دادرس و حاضرین اگر معروف باشند و بتوانند امضاء کنند امضاء می‌نمایند و اگر امتناع از امضاء نمایند امتناع آنها از امضاء نوشته می‌شود.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		182	ماده 182- لفاف مذکور در ماده فوق به دادگاهی که برای رسیدگی به امور ترکه صالح است فرستاده می‌شود. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		183	ماده 183- اگر از عنوان روی لفاف یا علائم دیگری معلوم شود که برگها متعلق به غیر متوفی است دادرس برگها را به صاحبان آن رد نموده و رسید دریافت می‌نماید و مشخصات آنرا در صورت مجلس می‌نویسد و اگر صاحبان برگها حاضر نباشند آنرا تامین می‌نماید تا صاحبان آنها مطالبه نمایند. حکم این ماده در موردی جاری است که معارضی نباشد و الا مطابق ماده قبل رفتار خواهد شد.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		184	ماده 184- هرگاه وصیت‌نامه در لفاف نباشد دادرس اوصاف آنرا در صورت مجلس نوشته آنرا به دادگاهی که برای رسیدگی به امور ترکه صالح است می‌فرستد. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		185	ماده 185- دادگاهی که لفاف مذکور در مواد فوق به آنجا فرستاده شده است آنرا باز می‌کند و در صورتی که برگ ها جزو ترکه باشد امانت نگاه می‌دارد و الا اگر صاحبان آن حاضر باشند به آنها داده می‌شود و اگر حاضر نیستند محفوظ می‌ماند تا صاحبان آن حاضر شوند و اگر معلوم نباشد که برگها متعلق به کیست برگها در دادگاه می‌ماند تا صاحب آن معلوم شود.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		186	ماده 186- اگر به دادرس در ضمن عملیات مهر و موم اطلاعی راجع به وجود وصیت‌نامه داده شود دادرس جستجو نموده و چنانچه وصیت‌نامه موجود باشد به ترتیب مذکور در ماده 183 عمل می‌کند.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		187	ماده 187- در مواردی که وصیت‌نامه معتبری بنظر دادرس می‌رسد که آن وصیت‌نامه مشتمل بر امور فوری باشد دادرس اجازه می‌دهد که امور مذکور انجام داده شود.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		188	ماده 188- در موقع مهر و موم یا برداشتن مهر و موم اشیاء یا نوشتجاتی که داخل در ترکه نبوده و متعلق بزن یا شوهر متوفی یا متعلق به غیر باشد به صاحبان آنها رد و مشخصات اشیاء نامبرده در صورت مجلس نوشته می‌شود. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		189	ماده 189- آن مقدار از اثاث‌البیت و غیره که برای زندگانی عیال و اولاد متوفی ضرورت دارد و همچنین اشیائی که قابل مهر و موم نیست مهر و موم نمی شود و اشیاء مزبور در صورت مجلس توصیف می‌گردد.
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		190	ماده 190- هزینه که برای کفن و دفن متوفی با رعایت شئون او لازم و ضروری است از وجوه نقد برداشته می‌شود و اگر وجه نقد نباشد از ترکه برداشته شده و بفروش می‌رسد و بقیه مهر و موم خواهد شد. ‌
omoor_hasabi	قانون امور حسبی	باب پنجم- در امور راجع به ترکه	فصل دوم- در مهر و موم		191	ماده 191- در صورتی که متوفی مالی نداشته یا مال قابل مهر و موم نباشد دادرس صورت مجلسی تنظیم نموده و این مطلب را در آن قید می‌نماید. ‌
