law_code	law_name	volume	book	bab	chapter	section	paragraph	article_number	text
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	370	ماده 370- اگر طرفین معامله برای تسلیم مبیع موعدی قرار داده باشند قدرت بر تسلیم در آن موعد شرط است نه در زمان عقد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	371	ماده 371- در بیعی که موقوف به اجازه مالک است قدرت بر تسلیم در زمان اجازه معتبر است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	372	ماده 372- اگر نسبت به بعض مبیع بایع قدرت بر تسلیم داشته و نسبت به بعض دیگر نداشته باشد بیع نسبت به بعض که قدرت بر تسلیم داشته صحیح است و نسبت به بعض دیگر باطل است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	373	ماده 373- اگر مبیع قبلا در تصرف مشتری بوده باشد محتاج به قبض جدید نیست و همچنین است در ثمن.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	374	ماده 374- در حصول قبض اذن بایع شرط نیست و مشتری میتواند مبیع را بدون اذن قبض کند.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	375	ماده 375- مبیع باید در محلی تسلیم شود که عقد بیع در آنجا واقع شده است مگر اینکه عرف و عادت مقتضی تسلیم در محل دیگر باشد و یا در ضمن بیع محل مخصوصی برای تسلیم معین شده باشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	376	ماده 376- در صورت تأخیر در تسلیم مبیع یا ثمن ممتنع اجبار به تسلیم میشود.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	377	ماده 377- هر یک از بایع و مشتری حق دارد از تسلیم مبیع یا ثمن خودداری کند تا طرف دیگر حاضر به تسلیم شود مگر اینکه مبیع یا ثمن مؤجل باشد در این صورت هرکدام از مبیع یا ثمن که حال باشد باید تسلیم شود.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	378	ماده 378- اگر بایع قبل از اخذ ثمن مبیع را به میل خود تسلیم مشتری نماید حق استرداد آن را نخواهد داشت مگر به موجب فسخ در مورد خیار.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	379	ماده 379- اگر مشتری ملتزم شده باشد که برای ثمن ضامن یا رهن بدهد و عمل به شرط نکند بایع حق فسخ خواهد داشت و اگر بایع ملتزم شده باشد که برای درک مبیع ضامن بدهد و عمل به شرط نکند مشتری حق فسخ دارد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	380	ماده 380- در صورتی که مشتری مفلس شود و عین مبیع نزد او موجود باشد بایع حق استرداد آن را دارد و اگر مبیع هنوز تسلیم نشده باشد میتواند از تسلیم آن امتناع کند.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	381	ماده 381- مخارج تسلیم مبیع از قبیل اجرت نقل آن به محل تسلیم، اجرت شمردن و وزن کردن و غیره به عهده بایع است مخارج تسلیم ثمن بر عهده مشتری است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	382	ماده 382- هرگاه عرف و عادت از بابت مخارج معامله یا محل تسلیم برخلاف ترتیبی باشد که ذکر شده و یا در عقد برخلاف آن شرط شده باشد باید بر طبق متعارف یا مشروط در عقد رفتار شود و همچنین متبایعین میتوانند آن را به تراضی تغییر دهند.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	383	ماده 383- تسلیم باید شامل آن چیزی هم باشد که اجزا و توابع مبیع شمرده میشود.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	384	ماده 384- هرگاه در حال معامله مبیع از حیث مقدار معین بوده و در وقت تسلیم کمتر از آن مقدار درآید مشتری حق دارد که بیع را فسخ کند یا قیمت موجود را با تأدیه حصهای از ثمن به نسبت موجود قبول نماید و اگر مبیع زیاده از مقدار معین باشد زیاده مال بایع است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	385	ماده 385- اگر مبیع از قبیل خانه یا فرش باشد که تجزیه آن بدون ضرر ممکن نمیشود و به شرط بودن مقدار معین فروخته شده ولی در حین تسلیم کمتر یا بیشتر درآید در صورت اولی مشتری و در صورت دوم بایع حق فسخ خواهد داشت.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	386	ماده 386- اگر در مورد دو ماده قبل معامله فسخ شود بایع باید علاوه بر ثمن، مخارج معامله و مصارف متعارف را که مشتری نموده است بدهد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	387	ماده 387- اگر مبیع قبل از تسلیم بدون تقصیر و اهمال از طرف بایع تلف شود بیع منفسخ و ثمن باید به مشتری مسترد گردد مگر اینکه بایع برای تسلیم به حاکم یا قائممقام او رجوع نموده باشد که در این صورت تلف از مال مشتری خواهد بود.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	388	ماده 388- اگر قبل از تسلیم در مبیع نقصی حاصل شود مشتری حق خواهد داشت که معامله را فسخ نماید.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره دوم - در تسلیم	389	ماده 389- اگر در مورد دو ماده فوق تلف شدن مبیع یا نقص آن ناشی از عمل مشتری باشد مشتری حقی بر بایع ندارد و باید ثمن را تأدیه کند.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره سوم - در ضَمان درک	390	ماده 390- اگر بعد از قبض ثمن مبیع کلاً یا جزئاً مستحقللغیر درآید بایع ضامن است اگر چه تصریح به ضمان نشده باشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره سوم - در ضَمان درک	391	ماده 391- در صورت مستحقللغیر برآمدن کل یا بعض از مبیع بایع باید ثمن مبیع را مسترد دارد و در صورت جهل مشتری به وجود فساد بایع باید از عهده غرامات وارده بر مشتری نیز برآید.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره سوم - در ضَمان درک	392	ماده 392- در مورد ماده قبل بایع باید از عهده تمام ثمنی که اخذ نموده است نسبت به کل یا بعض برآید اگر چه بعد از عقد بیع به علتی از علل در مبیع کسر قیمتی حاصل شده باشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره سوم - در ضَمان درک	393	ماده 393- راجع به زیادتی که از عمل مشتری در مبیع حاصل شده باشد مقررات ماده 314 مجریٰ خواهد بود.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره چهارم - در تأدیه ثمن	394	ماده 394- مشتری باید ثمن را در موعد و در محل و بر طبق شرائطی که در عقد بیع مقرر شده است تأدیه نماید.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث چهارم - در آثار بیع	فقره چهارم - در تأدیه ثمن	395	ماده 395- اگر مشتری ثمن را در موعد مقرر تأدیه نکند بایع حق خواهد داشت که بر طبق مقررات راجعه به خیار تأخیر ثمن، معامله را فسخ یا از حاکم اجبار مشتری را به تأدیه ثمن بخواهد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	396	ماده 396- خیارات از قرار ذیلند: 1- خیار مجلس. 2- خیار حیوان. 3- خیار شرط. 4- خیار تأخیر ثمن. 5 خیار رؤیت و تخلف وصف. 6- خیار غَبن. 7- خیار عیب 8- خیار تدلیس. 9- خیار تبعُّض صفقه. 10- خیار تخلف شرط. اول- در خیار مجلس
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	397	ماده 397- هر یک از متبایعین بعد از عقد فیالمجلس و مادام که متفرق نشدهاند اختیار فسخ معامله را دارند. دوم- در خیار حیوان
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	398	ماده 398- اگر مبیع حیوان باشد مشتری تا سه روز از حین عقد اختیار فسخ معامله را دارد. سوم- در خیار شرط
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	399	ماده 399- در عقد بیع ممکن است شرط شود که در مدت معین برای بایع یا مشتری یا هر دو یا شخص خارجی اختیار فسخ معامله باشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	400	ماده 400- اگر ابتدای مدت خیار ذکر نشده باشد، ابتدای آن از تاریخ عقد محسوب است و الا تابع قرارداد متعاملین است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	401	ماده 401- اگر برای خیار شرط مدت معین نشده باشد هم شرط خیار و هم بیع باطل است. چهارم- در خیار تأخیر ثمن
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	402	ماده 402- هرگاه مبیع عین خارجی و یا در حکم آن بوده و برای تأدیه ثمن یا تسلیم مبیع بین متبایعین اجلی معین نشده باشد اگر سه روز از تاریخ بیع بگذرد و در این مدت نه بایع مبیع را تسلیم مشتری نماید و نه مشتری تمام ثمن را به بایع بدهد بایع مختار در فسخ معامله میشود.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	403	ماده 403- اگر بایع به نحوی از انحا مطالبه ثمن نماید و به قرائن معلوم گردد که مقصود التزام به بیع بوده است خیار او ساقط خواهد شد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	404	ماده 404- هرگاه بایع در ظرف سه روز از تاریخ بیع تمام مبیع را تسلیم مشتری کند یا مشتری تمام ثمن را به بایع بدهد دیگر برای بایع اختیار فسخ نخواهد بود اگر چه ثانیاً به نحوی از انحا مبیع به بایع و ثمن به مشتری برگشته باشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	405	ماده 405- اگر مشتری ثمن را حاضر کرد که بدهد و بایع از اخذ آن امتناع نمود خیار فسخ نخواهد داشت.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	406	ماده 406- خیار تأخیر مخصوص بایع است و برای مشتری از جهت تأخیر در تسلیم مبیع این اختیار نمیباشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	407	ماده 407- تسلیم بعض ثمن یا دادن آن به کسی که حق قبض ندارد خیار بایع را ساقط نمیکند.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	408	ماده 408- اگر مشتری برای ثمن ضامن بدهد یا بایع ثمن را حواله دهد بعد از تحقیق حواله خیار تأخیر ساقط میشود.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	409	ماده 409- هرگاه مبیع از چیزهایی باشد که در کمتر از سه روز فاسد و یا کمقیمت میشود ابتدای خیار از زمانی است که مبیع مشرف به فساد یا کسر قیمت میگردد. پنجم- در خیار رؤیت و تخلف وصف
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	410	ماده 410- هرگاه کسی مالی را ندیده و آن را فقط به وصف بخرد بعد از دیدن اگر دارای اوصافی که ذکر شده است نباشد مختار میشود که بیع را فسخ کند یا به همان نحو که هست قبول نماید.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	411	ماده 411- اگر بایع مبیع را ندیده ولی مشتری آن را دیده باشد و مبیع غیر اوصافی که ذکر شده است دارا باشد فقط بایع خیار فسخ خواهد داشت.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	412	ماده 412- هرگاه مشتری بعضی از مبیع را دیده و بعض دیگر را به وصف یا از روی نمونه خریده باشد و آن بعض مطابق وصف یا نمونه نباشد میتواند تمام مبیع را رد کند یا تمام آن را قبول نماید.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	413	ماده 413- هرگاه یکی از متبایعین مالی را سابقاً دیده و به اعتماد رؤیت سابق معامله کند و بعد از رؤیت معلوم شود که مال مزبور اوصاف سابقه را ندارد اختیار فسخ خواهد داشت.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	414	ماده 414- در بیع کلی خیار رؤیت نیست و بایع باید جنسی بدهد که مطابق با اوصاف مقرره بین طرفین باشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	415	ماده 415- خیار رؤیت و تخلف وصف بعد از رؤیت فوری است. ششم- در خیار غبن
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	416	ماده 416- هر یک از متعاملین که در معامله غبن فاحش داشته باشد بعد از علم به غبن میتواند معامله را فسخ کند.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	417	ماده 417- غبن در صورتی فاحش است که عرفاً قابل مسامحه نباشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	418	ماده 418- اگر مغبون در حین معامله عالم به قیمت عادله بوده است خیار فسخ نخواهد داشت.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	419	ماده 419- در تعیین مقدار غبن شرایط معامله نیز باید منظور گردد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	420	ماده 420- خیار غبن بعد از علم به غبن فوری است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	421	ماده 421- اگر کسی که طرف خود را مغبون کرده است تفاوت قیمت را بدهد خیار غبن ساقط نمیشود مگر اینکه مغبون به اخذ تفاوت قیمت راضی گردد. هفتم- در خیار عیب
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	422	ماده 422- اگر بعد از معامله ظاهر شود که مبیع معیوب بوده مشتری مختار است در قبول مبیع معیوب با اخذ ارش یا فسخ معامله.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	423	ماده 423- خیار عیب وقتی برای مشتری ثابت میشود که عیب مخفی و موجود در حین عقد باشد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	424	ماده 424- عیب وقتی مخفی محسوب است که مشتری در زمان بیع عالم به آن نبوده است اعم از اینکه این عدم علم ناشی از آن باشد که عیب واقعاً مستور بوده است یا اینکه ظاهر بوده ولی مشتری ملتفت آن نشده است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	425	ماده 425- عیبی که بعد از بیع و قبل از قبض در مبیع حادث شود در حکم عیب سابق است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	426	ماده 426- تشخیص عیب بر حسب عرف و عادت میشود و بنابراین ممکن است بر حسب ازمنه و امکنه مختلف شود.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	427	ماده 427- اگر در مورد ظهور عیب مشتری اختیار ارش کند تفاوتی که باید به او داده شود به طریق ذیل معین میگردد: قیمت حقیقی مبیع در حال بیعیبی و قیمت حقیقی آن در حال معیوبی به توسط اهل خبره معین شود. اگر قیمت آن در حال بیعیبی مساوی با قیمتی باشد که در زمان بیع بین طرفین مقرر شده است تفاوت بین این قیمت و قیمت مبیع در حال معیوبی مقدار ارش خواهد بود. و اگر قیمت مبیع در حال بیعیبی کمتر یا زیادتر از ثمن معامله باشد نسبت بین قیمت مبیع در حال معیوبی و قیمت آن در حال بیعیبی معین شده و بایع باید از ثمن مقرر به همان نسبت نگاه داشته و بقیه را به عنوان ارش به مشتری رد کند.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	428	ماده 428- در صورت اختلاف بین اهل خبره حد وسط قیمتها معتبر است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	429	ماده 429- در موارد ذیل مشتری نمیتواند بیع را فسخ کند و فقط میتواند ارش بگیرد: 1) در صورت تلف شدن مبیع نزد مشتری یا منتقل کردن آن به غیر. 2) در صورتی که تغییری در مبیع پیدا شود اعم از اینکه تغییر به فعل مشتری باشد یا نه. 3) در صورتی که بعد از قبض مبیع عیب دیگری در آن حادث شود مگر اینکه در زمان خیار مختص به مشتری حادث شده باشد که در این صورت مانع از فسخ و رد نیست.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	430	ماده 430- اگر عیب حادث بعد از قبض در نتیجه عیب قدیم باشد مشتری حق رد را نیز خواهد داشت.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	431	ماده 431- در صورتی که دریک عقد چند چیز فروخته شود بدون اینکه قیمت هر یک علیحده معین شده باشد و بعضی از آنها معیوب درآید مشتری باید تمام آن را رد کند و ثمن را مسترد دارد یا تمام را نگاه دارد و ارش بگیرد و تبعیض نمیتواند بکند مگر به رضای بایع.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	432	ماده 432- در صورتی که در یک عقد بایع یک نفر و مشتری متعدد باشد و در مبیع عیبی ظاهر شود یکی از مشتریها نمیتواند سهم خود را به تنهایی رد کند و دیگری سهم خود را نگاه دارد مگر با رضای بایع و بنابراین اگر در رد مبیع اتفاق نکردند فقط هر یک از آنها حق ارش خواهد داشت.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	433	ماده 433- اگر در یک عقد بایع متعدد باشد مشتری میتواند سهم یکی را رد و دیگری را با اخذ ارش قبول کند.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	434	ماده 434- اگر ظاهر شود که مبیع معیوب اصلاً مالیت و قیمت نداشته بیع باطل است و اگر بعض مبیع قیمت نداشته باشد بیع نسبت به آن بعض باطل است و مشتری نسبت به باقی از جهت تبعض صفقه اختیار فسخ دارد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	435	ماده 435- خیار عیب بعد از علم به آن فوری است.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	436	ماده 436- اگر بایع از عیوب مبیع تبری کرده باشد به اینکه عهده عیوب را از خود سلب کرده یا با تمام عیوب بفروشد مشتری در صورت ظهور عیب حق رجوع به بایع نخواهد داشت و اگر بایع از عیب خاصی تبری کرده باشد فقط نسبت به همان عیب حق مراجعه ندارد.
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	437	ماده 437- از حیث احکام عیب ثمن شخصی مثل مبیع شخصی است. هشتم- در خیار تدلیس
qanun_madani	قانون مدنی	جلد اول - در اموال	کتاب دوم - در اسباب تملک	باب سوم - در عقود معینه مختلفه	فصل اول - در بیع	مبحث پنجم- در خیارات و احکام راجعه به آن	فقره اول - در خیارات	438	ماده 438- تدلیس عبارت است از عملیاتی که موجب فریب طرف معامله شود.
