law_code	law_name	chapter	section	article_number	text
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	37	ماده 37- مرکز امور مشاوران می‌تواند بررسی صلاحیت متقاضیان پذیرفته‌شده در آزمون کتبی را از هسته گزینش قوه‌قضاییه یا هسته گزینش قوه‌قضاییه در استانها درخواست نماید. هسته گزینش مربوط مکلف است اقدامات لازم را انجام و نتیجه بررسی را ظرف مهلت مقرر اعلام نماید.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	38	ماده 38- درخواست متقاضیان به ترتیب وصول در «سامانه الکترونیکی دفترکل» ثبت و برای هر متقاضی پرونده جداگانه‌ای تشکیل می‌شود. مرجع برگزارکننده آزمون، سوابق متقاضیان پذیرفته‌شده آزمون را از مراجع محل اقامت و اشتغال یا محل تحصیل فعلی و گذشته و از مؤسسه آموزش عالی مربوطه استعلام و درباره صلاحیت وی به نحو مقتضی تحقیق و نتیجه را در پرونده منعکس می‌نماید.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	39	ماده 39- چگونگی و نحوه انجام امتحان و مواد امتحانی براساس رشته تحصیلی و امور مربوط به آن از جمله انجام مصاحبه پس از قبولی در آزمون کتبی مطابق دستورالعمل‌ مرکز امور مشاوران است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	40	ماده 40- قضات بازنشسته و همچنین اعضای هیأت‌علمی رسمی دانشگاههای معتبر در رشته‌های مذکور در بند ج ماده 34 آیین‌نامه جهت تصدی مرکز مشاوره خانواده یا پروانه عضویت در مرکز مذکور در اولویت بوده و از شرکت در آزمون معاف می‌باشند.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	41	ماده 41- متقاضیان عضو مرکز مشاوره خانواده پس از قبولی در آزمون و احراز صلاحیت و گزینش، باید دوره کارآموزی علمی و عملی را طی نمایند. دوره کارآموزی 3ماه می‌باشد. تبصره - هر کارآموز دارای کارنامه مخصوصی خواهد بود. در این کارنامه، حسن اخلاق کارآموز و عملکرد دوره کارآموزی وی ثبت و ارزیابی خواهد شد و دوره کارآموزی کارآموزانی که قادر به کسب نصاب قبولی از کارآموزی علمی و عملی نباشند برای یک نوبت، تجدید خواهد شد.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث چهارم: اتیان سوگند	42	ماده 42- دارندگان مجوز تأسیس مرکز مشاوره خانواده و پروانه عضویت در مرکز فوق قبل از شروع به کار به ترتیب ذیل سوگند یاد نموده و سوگندنامه و صورتجلسه مربوطه را امضاء می‌نمایند. متن سوگندنامه مشاور به شرح ذیل می‌باشد: بسم ‌الله الرحمان الرحیم در این موقع که فعالیت در مرکز مشاوره خانواده را آغاز می‌نمایم به خداوند قادر متعال سوگند یاد می‌کنم که همواره قوانین و نظامات را محترم شمرده و جز عدالت و احقاق حق منظوری نداشته و برخلاف کیان خانواده اقدام و اظهاری ننمایم و احترام اشخاص، مقامات قضائی، اداری، همکاران و اصحاب دعوی را رعایت نموده و از اعمال نظر شخصی، کینه‌توزی، انتقام‌جویی احتراز و در امور و کارهایی که انجام می‌دهم راستی و درستی را رویه خود قرار داده و مدافع حق باشم و شرافت من وثیقه این سوگند است و ذیل سوگندنامه را امضا می‌نمایم.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث پنجم: نحوه صدور و اعتبار مجوز ایجاد مرکز مشاوره خانواده	43	ماده 43- اعتبار مجوز تأسیس مرکز مشاوره خانواده و پروانه عضویت در مرکز فوق به مدت سه سال بوده و به امضای رئیس کل دادگستری استان و رئیس مرکز امور مشاوران می‌رسد. تمدید آن در صورت وجود شرایط مقرر در قانون و آیین‌نامه بلامانع است. تبصره - دارندگان مجوز فقط مجاز به تشکیل یک مرکز مشاوره خانواده می‌باشند؛ ایجاد شعب و مؤسسات فرعی ممنوع خواهد بود و مستوجب لغو مجوز خواهد بود.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث پنجم: نحوه صدور و اعتبار مجوز ایجاد مرکز مشاوره خانواده	44	ماده 44- مرکز مشاوره خانواده باید در نزدیکی دادگاههای خانواده ایجاد شود. در صورتی که به هر دلیل امکان ایجاد مرکز فوق در نزدیکی دادگاههای خانواده فراهم نباشد، ایجاد آن در نقطه مناسب دیگر با موافقت رئیس واحد مشاوره خانواده خواهد بود.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث ششم: چگونگی تعیین تعرفه خدمت مراکز مشاوره	45	ماده 45- پرداخت هزینه مطابق تعرفه با خواهان و در طلاقهای توافقی بر عهده زوجین است. در مورد افراد بی‌بضاعت مطابق حکم ماده5 قانون عمل خواهد شد.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث هفتم: نحوه ارائه خدمات مشاوره‌ای	46	ماده 46- مرکز مشاوره خانواده منحصراً به ارائه خدمات مشاوره‌ای به متقاضیان طلاق توافقی یا انجام مواردی که از سوی مراجع قضائی ارجاع می‌شود، اقدام می‌کند. دادگاه خانواده می‌تواند در صورت لزوم با مشخص کردن موضوع اختلاف و تعیین مهلت، نظر مرکز فوق را در مورد امور و دعاوی خانوادگی خواستار شود. مرکز مذکور ضمن ارائه خدمات مشاوره‌ای به زوجین و سعی در سازش طرفین، خواسته‌های دادگاه را در مهلت مقرر اجرا و در صورت حصول سازش به تنظیم سازش نامه مبادرت و درغیر اینصورت نظر کارشناسی خود در مورد علل و دلایل عدم سازش را به‌طور مکتوب و مستدل به دادگاه اعلام می‌کنند. تبصره1- دادگاه با ملاحظه نظریه کارشناسی مرکز مشاوره خانواده مبادرت به‌صدور رأی می‌کند. تبصره2- در صورت سازش، رعایت مفاد مواد 183 و 184 قانون آیین دادرسی دادگاههای عمومی و انقلاب در امور مدنی لازم است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث هشتم: تخلفات و مجازاتهای انتظامی	47	ماده 47- الف - مجازات های انتظامی مشاوران خانواده در 7 درجه به شرح زیر است: درجه1: تذکر شفاهی؛ درجه2: توبیخ کتبی بدون درج در پرونده؛ درجه 3: توبیخ کتبی با درج در پرونده؛ درجه4: محرومیت از ارتقای رتبه در نظام رتبه‌بندی به مدت یک تا دو سال یا تنزل رتبه به مدت یک سال؛ درجه5: تعلیق موقت پروانه فعالیت از سه ماه تا یک سال؛ درجه6: تعلیق موقت پروانه بیش از یک سال تا سه سال؛ درجه7: ابطال پروانه فعالیت و محرومیت دائم از مشاوره خانواده قوه قضائیه؛ ب - مجازات‌های انتظامی مدیران مراکز مشاوره در 5 درجه به شرح زیر است. درجه1: توبیخ کتبی با درج در پرونده؛ درجه2: محرومیت از ارتقای رتبه در نظام رتبه‌بندی به مدت یک تا دو سال یا تنزل رتبه به مدت یک سال؛ درجه3: تعطیلی مرکز مشاوره از سه ماه تا یک سال؛ درجه4: تعطیلی مرکز مشاوره بیش از یک سال تا دو سال؛ درجه5؛ ابطال مجوز مرکز مشاوره؛ تبصره - مرجع رسیدگی به‌صدور حکم درخصوص تخلفات، دادسرا و دادگاههای بدوی و تجدیدنظر مرکز امور مشاوران می‌باشد.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	48	ماده 48- مجوز مرکز مشاوره بنام یک نفر صادر می‌شود. مجوز مذکور قابل انتقال به‌غیر (حقیقی و حقوقی) نمی‌باشد.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	49	ماده 49- اگر فرد مؤسس به دلیل کشف فساد و یا ارتکاب جرایم عمدی محکومیت یابد و یا به هر دلیل قانونی دیگر طبق بررسی‌های بعمل آمده از وی سلب صلاحیت گردد، مجوز تأسیس مرکز فوق توسط مرکز امور مشاوران لغو می‌شود.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	50	ماده 50- نصب مجوز فعالیت و لیست تعرفه خدمات مرکز مشاوره در جاییکه در معرض دید مراجعان باشد الزامی است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	51	ماده 51- فهرست اسامی دارنده مجوز تأسیس مرکز مشاوره خانواده و کلیه دارندگان پروانه عضویت شاغل در مرکز مشاوره خانواده همراه با عکس آنها و ساعات کار و رشته تخصصی آنان باید در سایت اختصاصی که توسط مرکز آمار و فناوری اطلاعات قوه‌قضائیه طراحی خواهد شد منتشر و همچنین در محل مرکز در تابلویی برای اطلاع مراجعان نصب گردد.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	52	ماده 52- اعضاء دارای پروانه عضویت در مرکز مشاوره خانواده موظف به شرکت در کلاسهای آموزشی ضمن خدمت که از سوی مرکز امور مشاوران ابلاغ می‌شود، می‌باشند.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	53	ماده 53- مرکز مشاوره خانواده موظف است برای کلیه مراجعان پرونده تشکیل داده و کلیه سوابق، یافته‌های بالینی و شرح خدمات درمانی ارائه شده به آنها را در فرم‌های مخصوص و استاندارد که نمونه آن توسط مرکز امور مشاوران ارائه می‌شود، درج و نگهداری نماید و آمار ماهانه مراجعین را به رئیس حوزه قضائی یا مجتمع قضائی خانواده مربوط تحویل دهد. پرونده و سوابق مراجعان دور از دسترس سایر مراجعه‌کنندگان و پرسنل به‌طور محرمانه نگهداری می‌شود. اخذ رونوشت از مدارک پرونده مشاوره در موارد ضروری با نظر دادگاه خواهد بود. سوابق مشاوره‌ای اشخاص جزء اسرار خانوادگی محسوب و سوء استفاده از آنها برابر مقررات قابل تعقیب خواهد بود.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	54	ماده 54- ثبت مشخصات کلیه مراجعان در دفتر مرکز مشاوره با ذکر خدمات انجام شده الزامی است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	55	ماده 55- دارنده مجوز مرکز مشاوره خانواده مکلف به نظارت بر کارکنان زیر‌مجموعه خود می‌باشد. هرگونه بی‌نظمی و اعمال خلاف موازین اسلامی و اخلاقی و شئون حرفه‌ای، در مرکز مشاوره واقع گردد تخلف محسوب خواهد شد و برابر آیین‌نامه و قوانین مربوط قابل پیگیری است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث نهم: سایر موارد	56	ماده 56- نظارت بر ساعات کار مراکز مشاوره خانواده به‌عهده رئیس حوزه قضائی مربوط است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		57	ماده 57- دفاتر رسمی ثبت ازدواج و طلاق مکلفند مطابق تصمیمات سازمان ثبت اسناد و املاک کشور وقایع نکاح دایم، فسخ و انفساخ آن، طلاق، رجوع و اعلام بطلان نکاح یا طلاق را علاوه بر ثبت در دفتر مربوط، در سامانه مربوط نیز منعکس نمایند.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		58	ماده 58- سردفتر طلاق باید قبل از ثبت طلاق، گواهی کتبی دادگاه یا اقرارنامه رسمی زوجه دایر بر تأدیه حقوق مالی او را از متقاضی ثبت اخذ کند و مفاد آن را در ثبت دفتر طلاق منعکس نماید. در صورتی که زوجه نزد سر دفتر طلاق اقرار به وصول حقوق مالی خود بنماید، و همچنین در موردی که زوجه بدون تأدیه حقوق مالی به ثبت طلاق رضایت دهد، سر دفتر مکلف است مراتب را در سند و ثبت دفتر طلاق درج کند. در مورد اخیر زوجه می‌تواند پس از ثبت طلاق برای دریافت حقوق یاد شده، مستقیماً از دادگاه صادرکننده گواهی عدم امکان سازش یا حکم طلاق درخواست اجرای حکم را بنماید. حکم صادره مانند سایر احکام اجراء خواهد شد.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		59	ماده 59- سردفتر طلاق مکلف است گواهی معتبر پزشک متخصص یا پزشک قانونی در مورد وجود یا عدم جنین را از متقاضی اخذ و مفاد آن را در سند و دفتر ثبت طلاق ذکر کند. چنانچه زوجین بر وجود جنین اتفاق نظر داشته باشند، درج اقرار آنها در سند طلاق و ثبت دفتر الزامی است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		60	ماده 60- سردفتر طلاق مکلف است قبل از اجرای صیغه طلاق و ثبت آن، گواهی کتبی دادگاه مبنی بر قطعیت رأی و انقضاء مهلت فرجام خواهی یا ابلاغ رأی فرجامی را از متقاضی اخذ نماید. در صورت انقضاء مدت اعتبار حکم طلاق، اجرای صیغه طلاق و ثبت آن ممنوع است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		61	ماده 61- چنانچه حکم طلاق از سوی زوجه به دفتر طلاق تسلیم شود، سردفتر مکلف است مراتب را کتباً به زوج اعلام نماید تا ظرف یک هفته از تاریخ ابلاغ برای اجرای طلاق در دفترخانه حاضر شود. درصورتی که زوج در مهلت مقرر در دفترخانه حاضر نشود، سردفتر با تعیین مهلت مناسبی که کمتر از یک هفته نباشد، به زوجین ابلاغ می‌نماید که برای اجرای صیغه طلاق و ثبت آن در دفترخانه حاضر شوند. عذرهای قابل قبول برای تعیین مهلت دیگر، همان موارد مندرج در ماده 306 قانون آیین‌دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی یا اعذار شرعی است.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		62	ماده 62- سردفتر مکلف است تسلیم گواهی عدم امکان سازش به دفترخانه را با قید تاریخ و طرفی که آن را تسلیم کرده کتباً تأیید کرده و به وی تحویل نماید تا در زمان اجرای صیغه طلاق و ثبت آن به دفترخانه ارائه شود. چنانچه در زمان اجرای صیغه طلاق و ثبت آن، گواهی کتبی مذکور به دفترخانه ارائه نشود، تاریخ حضور یا ارائه مدارک، تاریخ تسلیم گواهی عدم امکان سازش تلقی می‌شود.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		63	ماده 63- چنانچه گواهی عدم امکان سازش توسط زوج به دفتر طلاق تسلیم شود، سردفتر مطابق قانون حسب مورد ابلاغ‌های لازم را انجام می‌دهد. در مواردی که صیغه طلاق در غیاب زوجه جاری و ثبت می‌شود، دفترخانه مراتب را کتباً به زوجه ابلاغ نموده و اوراق ابلاغ شده را در سابقه مربوط بایگانی می‌نماید. چنانچه زوج یا زوجه مجهول‌المکان باشند، دفتر ثبت رسمی طلاق، آگهی لازم را کتباً توسط متقاضی به روزنامه کثیرالانتشار ارسال می‌کند و نسخه‌ای از روزنامه را که آگهی در آن منتشر شده از وی اخذ و در سابقه مربوط نگهداری می‌نماید.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		64	ماده 64- چنانچه پس از اجرای طلاق رجعی و تنظیم صورت جلسه مربوط، رجوع به موجب اقرارنامه رسمی زوج یا اقرار او نزد سردفتر طلاق یا حکم مرجع ذی‌صلاح محرز شود، سردفتر مراتب را درصورت جلسه مربوط درج و پس از امضای تسلیم کننده اقرارنامه رسمی یا حکم مرجع ذی‌صلاح یا امضای اقرارکننده، مراتب را ذکر و پس از امضاء و مهر، به ضمیمه مستند مربوط بایگانی می‌نماید. در این صورت شماره، تاریخ و دفتر اسناد ‌رسمی تنظیم‌کننده اقرارنامه در صورتجلسه سند و ثبت دفتر طلاق درج و نسخه‌ای از آن در سابقه مربوط بایگانی خواهد شد. رضایت زن به ثبت طلاق رجعی بدون گواهی کتبی دو شاهد مبنی بر سکونت وی در منزل مشترک تا پایان عده، باید در صورتجلسه مربوط ذکر و به امضای او برسد؛ مگر در مواردی که اقرارنامه رسمی دایر بر رضایت وی به دفتر رسمی ثبت طلاق ارائه شود.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل سوم - ثبت ازدواج و طلاق و وقایع مربوط به آن		65	ماده 65- هرگاه سردفتر ازدواج و طلاق طبق قانون و آیین‌نامه یکی از وقایع موضوع قانون را بدون حضور یکی از طرفین ثبت کند مکلف است بلافاصله موضوع را کتباً به طرف دیگر ابلاغ کند.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل چهارم - نحوه ملاقات والدین با طفل		66	ماده 66- شخص «ناظر» موضوع ماده 41 قانون باید حتی‌الامکان از بستگان نزدیک طفل، معتمد، متأهل و مجرب باشد و چنانچه انتخاب وی از میان اقوام نزدیک طفل ممکن نباشد، از فردی آشنا و با تجربه لازم، متأهل و مورد اعتماد تعیین گردد. ناظر در صورت امکان باید از طریق اولیاء طفل به اجراء دادگاه معرفی شود و در غیر اینصورت توسط دادستان عمومی و انقلاب محل پیشنهاد و توسط دادگاه صادرکننده حکم طلاق یا گواهی عدم امکان سازش منصوب خواهد شد، دادگاه باید مصلحت طفل را در تعیین ناظر مدنظر قرار دهد و حدود و نوع نظارت وی به صراحت مشخص و به وی ابلاغ کند.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل چهارم - نحوه ملاقات والدین با طفل		67	ماده 67- اگر به تشخیص دادگاه نتوان طفل را در ایام ملاقات به تنهایی در اختیار کسی که حق ملاقات دارد قرار داد، دادگاه می‌تواند ترتیبی اتخاذ نماید تا چنین ملاقاتهایی در ساعات محدود و تحت نظر مراکزی که دادگستری تعیین می‌کند صورت پذیرد.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل چهارم - نحوه ملاقات والدین با طفل		68	ماده 68- در اجرای تبصره ماده 41 قانون رئیس کل دادگستری استان موظف است در هر حوزه قضائی، محل یا محل‌هایی را با فضای متناسب با روحیات اطفال با همکاری و استفاده از امکانات و منابع انسانی سازمان بهزیستی و ادارات تعاون، کار و رفاه اجتماعی و بهداشت و درمان یا سایر مراکز ذیربط با تعداد کافی مددکار اجتماعی (بویژه زنان) و درصورت نیاز، مأمور انتظامی، جهت ملاقات والدین با اطفال اختصاص دهد.
aeename_hemayat_family_93	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل چهارم - نحوه ملاقات والدین با طفل		69	ماده 69- این آیین‌نامه مشتمل بر 69 ماده و 10 تبصره در تاریخ 1393/11/27 به‌تصویب رئیس قوه قضائیه رسید.
