law_code	law_name	section	article_number	text
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	45	ماده 45- متقاضیان قبولشده در آزمون، باید در موعدی که از سوی کانون تعیین و اعلام میشود، فرم تقاضانامه را تکمیل و ضمایم آن را ارائه دهند. قبولی افرادی که ظرف سه ماه از انقضای موعد مقرر، بدون عذر موجه، نسبت به تکمیل فرم تقاضانامه، ارائه مدارک و رفع نقص از پرونده اقدام نکنند، کان لم یکن خواهد شد. برای جایگزینی، متقاضیان به ترتیب رتبههای بعدی پذیرش میشوند. تبصره- تشخیص و تطبیق عذر موجه با کانون است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	46	ماده 46- پروانه کارآموزی و وکالت برای افرادی صادر میشود که علاوه بر دارا بودن مدرک تحصیلی کارشناسی در یکی از رشتههای حقوق یا فقه و مبانی حقوق اسلامی و یا سطح دو و بالاتر از دروس حوزوی، دارای شرایط مقرر در ماده 2 قانون کیفیت اخذ پروانه و فاقد موانع مقرر در 10 لایحه استقلال بوده و حسب مورد در آزمون ورودی پذیرفته شوند یا بهموجب قانون از شرکت در آزمون یا کارآموزی یا هر دو معاف باشند. تبصره (الحاقی 1402/4/11)- شمول این ماده بر ایثارگران، تابع شرایط و مقررات قانونی مربوط میباشد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	47	ماده 47- کانون بهمنظور احراز شرایط مقرر در ماده 2 قانون کیفیت اخذ پروانه از مراجع ذیصلاح به شرح زیر استعلام میکند: 1- در مورد بند (ج) ماده مذکور از اداره کل سجل کیفری و عفو و بخشودگی قوه قضاییه؛ 2- در مورد بند (ز) ماده مذکور از پزشکی قانونی؛ 3- در مورد شرایط مقرر در بندهای (د)، (ه-)، و (و) ماده مزبور از مراجع ذیصلاح از قبیل وزارت اطلاعات؛ 4- در مورد دارندگان پایه قضایی و کارکنان اداری قوه قضاییه حسب مورد از دادسرای انتظامی قضات، مرکز حفاظت و اطلاعات قوه قضاییه، امور اداری و استخدامی قضات و کارکنان اداری و دادگستری کل استان آخرین محل خدمت آنان؛ 5- در مورد مشمولین بند (د) ماده 8 لایحه استقلال از آخرین محل خدمت متقاضی. تبصره- در مورد دارندگان پایه قضایی متقاضی وکالت، چنانچه ظرف شش ماه از خاتمه خدمت قضایی، تقاضای پروانه وکالت نمایند، استعلام موضوع بندهای 1 و 2 ماده 47 این آییننامه به عمل نخواهد آمد و سایر استعلامهای موضوع ماده 2 قانون کیفیت اخذ پروانه، صرفاً از دادسرای انتظامی قضات صورت میگیرد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	48	ماده 48- احراز شرایط موضوع بندهای الف و ب ماده 2 قانون کیفیت اخذ پروانه، توسط اعضای کمیسیونی متشکل از رئیس کانون، رئیس کمیسیون کارآموزی کانون، دادستان انتظامی کانون به عمل می آید. کمیسیون با تشکیل جلسات منظم وضعیت داوطلبان را بررسی میکند و حسب مورد با انجام مصاحبه یا دستور تحقیق محلی یا استعلام از مراجع ذی صلاح و سایر روش های قانونی و شرعی، در مورد احراز شرایط مذکور، اظهار نظر می کند. تصمیم کمیسیون از طریق کانون به داوطلب ابلاغ می شود. تبصره (الحاقی 1402/4/11)-در اجرای ماده 5 قانون کیفیت اخذ پروانه، در صورت تخلف هر یک از اعضای کمیسیون از مفاد این ماده، به مجازات درجه 5 محکوم خواهد شد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	49	ماده 49- مراجع مذکور در ماده 47 این آییننامه مکلفند ظرف دو ماه به استعلامها پاسخ دهند. در صورت عدم وصول پاسخ، صدور پروانه وکالت و کارآموزی وکالت، با لحاظ شرایط دیگر بلامانع است. در این موارد، چنانچه پاسخ استعلامها در هر مرحله واصل و مشعر بر فقدان یکی از شرایط مذکور در این آییننامه باشد، پروانه وکالت یا کارآموزی ظرف حداکثر یک ماه به حکم دادگاه انتظامی در صورت احراز باطل میشود.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	50	ماده 50- قضات به مدت سه سال در آخرین محل خدمت خود حق وکالت به هر نحو ندارند. متخلف به ترتیب تکرار به مجازاتهای انتظامی درجه 3 تا 6 محکوم میشود.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	51	ماده 51- تقاضای پروانه وکالت و کارآموزی، با رعایت مقررات این آییننامه، درصورتیکه نقصی نداشته باشد و درصورتیکه دارای نقص باشد، پس از رفع نقص، از طرف دفتر کانون، به نظر رئیس کانون میرسد و رئیس کانون رسیدگی به هر یک از تقاضاها را به یکی از اعضاء کانون و یا کارمندان اداری کانون یا کارآموزان ارجاع مینماید که ظرف یک هفته رسیدگی کرده و گزارش خود را به رئیس کانون تسلیم نماید. گزارش مزبور در هیئتمدیره طرح میشود و در صورت قبول تقاضای وکالت پروانه صادر میشود. اگر دادن پروانه کارآموزی به متقاضی تصویب شود، به کمیسیون کارآموزی ارجاع میشود و در صورت رد تقاضای پروانه وکالت یا کارآموزی متقاضی میتواند ظرف ده روز از تاریخ ابلاغ تصمیم هیئتمدیره به دادگاه عالی شکایت نماید. دادگاه مزبور رسیدگی کرده در صورت عدم ورود شکایت، تصمیم کانون را استوار و در صورت ورود شکایت حکم میدهد که پروانه مورد نظر دادگاه به متقاضی داده شود. حکم دادگاه عالی قطعی است و اجرای آن به عهده ریاست کانون بوده و تخلف از آن مستوجب تعقیب انتظامی است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	52	ماده 52- در مورد متقاضیانی که مطابق قانون از شرکت در آزمون معاف هستند، تعیین محل اشتغال به وکالت در حوزه های قضائی هر استان به تصمیم هیات مدیره و براساس ضوابط مصوب رئیس قوه قضائیه، مطابق ماده 161 این آیین نامه انجام میشود. متقاضیان موضوع این ماده تقاضای خود را به کانون تسلیم مینمایند، کانون سوابق آنان را از مراجع موضوع ماده 47 این آیین نامه استعلام میکند و پس از وصول پاسخ استعلام، اعلام و تصویب هیات مدیره، حسب مورد پروانه وکالت یا کارآموزی آنان صادر میشود.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	53	ماده 53- کمیسیون کارآموزی از یک یا چند شعبه و هر شعبه از پنج وکیل منتخب هیئتمدیره که دارای شرایط عضویت در هیئتمدیره کانون باشند، تشکیل میشود. جلسات هر شعبه با حضور حداقل سه عضو رسمیت مییابد و تصمیمات آن نیز با حداقل سه رأی موافق معتبر خواهد بود. رئیس کمیسیون کارآموزی توسط هیئتمدیره انتخاب میشود و در صورت تعدد شعب، ریاست همه شعب را به عهده دارد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	54	ماده 54- کارآموز در دوره کارآموزی، تکالیف زیر را در دو مرحله تحت نظر کانون، انجام میدهد: مرحله اول: شرکت در جلسات سخنرانی علمی و کارگاههای آموزشی حوزه وکالت و کارآموزی به مدت سه ماه و حداقل پنجاه ساعت. در صورت عدم شرکت در جلسات، این مرحله تا دو مرتبه دیگر قابل تکرار است. در صورت عدم شرکت کارآموز در نوبت سوم، با اعلام کمیسیون کارآموزی و تأیید هیئت مدیره، پروانه کارآموزی توسط دادگاه انتظامی کانون وکلا ابطال خواهد شد. این تصمیم ظرف ده روز قابل اعتراض در دادگاه عالی است مرحله دوم: این مرحله بلافاصله پس از مرحله اول شروع میشود و مدت آن دوازده ماه است. در این مرحله کارآموز، تحت نظر وکیل سرپرست تکالیف زیر را انجام می دهد: الف - هفته ای یک روز در مراجع قضایی حضور می یابد و حداقل از چهل پرونده دارای وقت رسیدگی یا در حال رسیدگی، گزارش تهیه می نماید. کارآموز در این مدت باید در همه انواع مراجع قضایی اعم از شعب دادیاری و بازپرسی، دادگاههای حقوقی، خانواده، کیفری یک و دو، انقلاب، تجدید نظر و دوایر اجرای احکام حضور یابد؛ ب- با معرفی کانون نزد وکیل سرپرست به آموزش و تمرین عملی امور وکالت بپردازد و گواهی ماهانه وکیل سرپرست را ارائه دهد؛ پ- در حداقل پنجاه ساعت جلسات سخنرانی علمی و کارگاه آموزشی حضور یابد. ت- امور محوله از سوی کانون را انجام دهد؛ ث- گواهی مربوط به انجام تکالیف کارآموزی در محاکم قضایی را ارائه داده و پس از تأیید در کمیسیون کارآموزی در اختبار کتبی و شفاهی شرکت کند. تبصره 1- کارآموزان در دوره دوم میتوانند تحت نظر وکیل سرپرست، وکالت حداکثر تا پنج پرونده را در ماه قبول کنند. وکالت کارآموزان در پرونده هایی که احکام آنها قابل فرجام است یا مرجع تجدید نظر از احکام آنها دیوان عالی کشور است و یا پذیرش اعاده دادرسی کیفری، منفردا یا به همراه وکیل سرپرست و سایر وکلا ممنوع است. تبصره 2- در مورد کارآموزانی که طبق قانون نصف مدت مقرر کارآموزی می کنند، مدت مرحله های موضوع این ماده، به نصف کاهش می یابد؛ تبصره 3- تهیه امکانات و برنامه اجرایی این ماده بر عهده کانون است که با هماهنگی دادگستری کل استان اقدام خواهد کرد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	55	ماده 55- در هر مورد که کارآموز برای شروع دوره اولیه یا مجدد در هر مرحله یا موارد دیگر مکلف به حضور و انجام تکالیف باشد، چنانچه حداکثر تا یک ماه از تاریخ اعلام، دوره مربوط را شروع نکند یا تا یک ماه پس از پایان دوره، خاتمه آن را اعلام و مدارک مربوطه را تحویل ندهد، رفتار وی بهمنزله عدم انجام تکلیف است، مگر اینکه تأخیر، حداکثر به مدت 3 ماه با موافقت کمیسیون کارآموزی یا در موارد عذر موجه به تشخیص کمیسیون مذکور بوده یا کانون در شروع دوره تأخیر داشته باشد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	56	ماده 56- کارآموز پس از طی مرحله اول ظرف یک هفته پس از اعلام کانون، وکیل سرپرست خود را با شرایط مقرر، از محل کارآموزی انتخاب و موافقت نامه وی را به کانون تسلیم مینماید. در غیر این صورت، رئیس کانون وکیل سرپرست را انتخاب و مراتب را برای اجرا ابلاغ می کند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	57	ماده 57- شرایط و وظایف وکیل سرپرست به شرح زیر است: الف- شرایط: 1- حداقل هشت سال سابقه وکالت پایه یک برای شهر تهران و پنج سال برای سایر شهرها و داشتن پروانه تمدید شده؛ 2- نداشتن محکومیت انتظامی درجه چهار و بالاتر؛ 3- نداشتن سوء شهرت؛ 4- داشتن دفتر دایر و متناسب و اشتغال مستمر در محل تعیین شده در پروانه؛ ب- وظایف: 1- نظارت بر رفتار و انجام تکالیف کارآموزی و شئون و اخلاق حرفهای وکالت؛ 2- آموزش و راهنمایی کارآموز در پروندههای وکالتی وی و نظارت بر آنها؛ 3- پذیرش کارآموزان و حداکثر پنج کارآموز بهصورت همزمان؛ تبصره- در محلهایی که وکیل واجد شرایط به تعداد کافی نباشد، با موافقت رئیس کانون، پذیرش بیش از پنج کارآموز هم زمان مجاز است. 4- پذیرش کارآموز در دفتر، حداقل دو روز در هفته و فراهم کردن موجبات یادگیری مذاکره با موکل و مشاوره، 5- گواهی و گزارش نحوه انجام تکالیف مقرر به کمیسیون کارآموزی.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	58	ماده 58- عدم رعایت مواد 56 و 57 این آییننامه از سوی وکیل سرپرست، تخلف انتظامی محسوب و موجب مجازات درجه دو و در صورت تکرار تابع مقررات انتظامی است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	59	ماده 59- هر کارآموز دارای کارنامه مخصوص خواهد بود که از طرف کانون به او داده میشود. این کارنامه باید در مورد حضور در جلسات دادگاه و سایر مراجع قضایی به گواهی قضات، در مورد کارهایی که نزد وکیل سرپرست انجام میشود و حسن اخلاق و رفتار در دوره کارآموزی، به گواهی وکیل سرپرست، در مورد انجام کارهایی که از طرف کانون ارجاع میشود، به گواهی مسئول واحد ارجاعکننده و در خصوص حضور در کلاسهای آموزشی و سخنرانی علمی به گواهی کمیسیون کارآموزی برسد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	60	ماده 60- در کلیه مواردی که تصمیم هیئتمدیره یا دادگاه انتظامی، ابطال پروانه کارآموزی است و همچنین در مورد انصراف کارآموز یا اقدامی که بهمنزله انصراف است، صدور پروانه مجدد کارآموزی برای کلیه کارآموزان مشمول این آییننامه منوط به شرکت در آزمون ورودی و قبولی در آن و احراز شرایط قانونی است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	61	ماده 61- پس از انجام تکالیف کارآموزی، با تقاضای کارآموز، کمیسیون کارآموزی مدارک انجام تکالیف را بررسی و در صورت پذیرش، اختبار کتبی و شفاهی برگزار کرده و نتیجه را به رئیس کانون گزارش میدهد. اعضای اختبار از بین وکلای دارای شرایط عضویت در هیئتمدیره که در موضوع اختبار دارای تجربه عملی یا تخصص علمی باشند، با معرفی کمیسیون کارآموزی توسط هیئتمدیره انتخاب میشوند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	62	ماده 62- اختبار کتبی و شفاهی شامل دروس حقوق مدنی، آیین دادرسی مدنی، قوانین و مقررات وکالت، حقوق کیفری، آیین دادرسی کیفری، حقوق تجارت و حقوق ثبت و امور حسبی است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	63	ماده 63- قبولی در اختبار، منوط به کسب نمره ده از بیست در حداقل پنج درس و معدل کل دوازده از بیست است. در معدلگیری نمره هر درس، ضریب اختبار کتبی «سه» و ضریب اختبار شفاهی «یک» است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	64	ماده 64- در صورت عدم انجام تکالیف مرحله دوم کارآموزی یا عدم شرکت در اختبار کتبی و شفاهی یا عدم قبولی، این دوره دو نوبت تجدید خواهد شد. در دوره تجدیدی، مرحله دوم ماده 54 این آیین نامه تکرار و در صورت مردود شدن در سومین اختبار و همچنین عدم انجام تکالیف دوره های تجدید شده، پروانه کارآموزی با اعلام کمیسیون کارآموزی و تأیید هیئت مدیره، ابطال می شود. این تصمیم قابل اعتراض در دادگاه عالی است
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	65	ماده 65- انجام تکالیف کارآموزی افتخاری و مجانی است، ولی از کارهایی که کارآموز با رعایت مقررات این آییننامه شخصاً قبول مینماید و تحت نظر وکیل سرپرست انجام میدهد، میتواند حقالزحمه از صاحب کار دریافت نماید.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	66	ماده 66- به کارآموزانی که در اختبار قبول شده و سوگند یاد کنند، پروانه وکالت پایه یک داده میشود. مادام که کارآموز دوره کارآموزی را طی نکرده و پروانه وکالت به وی داده نشده نام او در فهرست اسامی وکلا درج نمیشود و باید در فهرست اسامی کارآموزان کانون قید شود.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	67	ماده 67- کارآموزان وکالت در دوران کارآموزی باید حسن اخلاق و رفتار داشته باشند و نمیتوانند به شغل دیگری که منافی با حیثیت و شئون وکالت است اشتغال ورزند. چنانچه به تشخیص کمیسیون کارآموزی فقدان تمام یا برخی از شرایط مقرر در قانون در مورد آنها احراز شود، با تأیید رئیس کانون و رأی دادگاه انتظامی پروانه کارآموزی آنان ابطال میشود.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	68	ماده 68- هر یک از مقامات قضایی از ارتکاب اعمال خلاف اخلاق، حیثیت و شئون وکالت توسط کارآموزان یا فقدان شرایط قانونی در آنها یا ارتکاب تخلف انتظامی توسط آنان مطلع شود، حسب مورد ضمن اطلاع به دادستان یا رئیس حوزه قضایی، گزارش امر را جهت رسیدگی به رئیس کانون مربوطه ارسال میکند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	69	ماده 69- پس از حاضر شدن پروانه وکالت و قبل از تسلیم به متقاضی، مشارالیه باید در حضور ریاست کانون و لااقل دو نفر از اعضاء هیئتمدیره به شرح زیر سوگند یاد کند و صورتمجلس قسم و قسمنامه را امضاء نماید: «در این موقع که میخواهم به شغل شریف وکالت نائل شوم به خداوند قادر متعال قسم یاد میکنم که همیشه قوانین و نظامات را محترم شمرده و جز عدالت و احقاق حق منظوری نداشته و برخلاف شرافت قضاوت و وکالت اقدام و اظهاری ننمایم و نسبت به اشخاص و مقامات قضایی و اداری و همکاران و اصحاب دعوی و سایر اشخاص رعایت احترام را نموده و از اعمال نظریات سیاسی و خصوصی و کینهتوزی و انتقامجویی احتراز نموده و در امور شخصی و کارهایی که از طرف اشخاص انجام میدهم راستی و درستی را رویه خود قرار داده و مدافع از حق باشم و شرافت من وثیقه این قسم است که یاد کردهام».
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش چهارم- آزمون ورودی، پروانه وکالت و کارآموزی	70	ماده 70- پروانه وکالت پس از صدور گواهی اتمام دوره کارآموزی و موفقیت در آن، ادای سوگند، امضای ذیل سوگندنامه و تعهدنامه به انجام معاضدت قضایی اعطا میشود. امضای پروانه وکالت دادگستری بر عهده رئیس کانون مربوط است و پس از انجام تحلیف، پروانه به وکیل تحویل میشود.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش پنجم- درجه‌بندی وکلا و ترفیعات	71	ماده 71- وکیلی که به حکم دادگاه انتظامی به تنزل پایه محکوم شده است؛ وکیل پایه دو محسوب و حق وکالت در دیوان عالی کشور و دعاوی در صلاحیت دادگاه کیفری یک را ندارد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش پنجم- درجه‌بندی وکلا و ترفیعات	72	ماده 72- با احراز شرایط زیر وکیل پایه دو به پایه یک ترفیع مییابد: 1- اشتغال به وکالت به مدت سه سال در پایه دو، مشروط بر اینکه پروانه همهساله تمدید اعتبار شده باشد. مدت تعلیق و ممنوعیت از وکالت و تودیع پروانه، جزء مدت مذکور محاسبه نمیشود. 2- نداشتن محکومیت انتظامی درجه چهار و پنج و پرونده انتظامی منجر به تنظیم کیفرخواست. 3- رعایت ضوابط وکالت، طبق قوانین و مقررات. 4- ارائه گواهی نداشتن محکومیت مؤثر کیفری در دوره اشتغال به وکالت پایه دو. تبصره- مدت انتظار ترفیع وکلایی که قبل از ابلاغ این آییننامه به تنزل پایه وکالت محکوم شدهاند، سه سال از تاریخ شروع اجرای حکم است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش پنجم- درجه‌بندی وکلا و ترفیعات	73	ماده 73- در اجرای ماده 11 لایحه استقلال، وکلای متقاضی ترفیع علاوه بر دارا بودن شرایط مقرر قانونی، باید حسن انجاموظیفه وکالتی آنان حسب مورد به گواهی رئیس حوزه قضایی و دادستان عمومی و انقلاب شهرستان محل پروانه فعالیت آنها برسد و درصورتیکه محل پروانه فعالیت وکیل در مرکز استان باشد، حسن انجاموظیفه وکالتی باید به تأیید رئیس کل دادگستری استان و دادستان عمومی و انقلاب مرکز استان مربوط برسد. مقامات قضایی یاد شده با اهتمام کافی و پس از استعلام از مراجع قضایی تابعه و احراز موضوع، حسن انجاموظیفه وکیل را گواهی میکنند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش پنجم- درجه‌بندی وکلا و ترفیعات	74	ماده 74- درخواست ترفیع با رعایت شرایط مقرر در ماده 72 این آییننامه به دفتر کانون تسلیم و جهت بررسی به کمیسیون ترفیع ارجاع میشود. گواهی حسن انجاموظیفه در مراجع قضایی حسب مورد از مقامات قضایی مذکور در ماده 73 این آییننامه، گواهی حسن انجام کارهای معاضدت قضایی یا عدم ارجاع امر معاضدت قضایی از شعبه معاضدت قضایی کانون و گواهی رعایت مقررات و نظامات و سوابق محکومیت انتظامی یا پروندههای انتظامی از دادسرای انتظامی باید ضمیمه تقاضا باشد. کمیسیون ترفیع حداکثر ظرف یک ماه پس از ارجاع درخواست را بررسی و با توجه به شرایط مقرر، نظر خود را بر قبول یا رد تقاضای ترفیع اعلام میکند. رد تقاضای ترفیع در ظرف ده روز پس از ابلاغ، قابل تجدیدنظر در هیئتمدیره است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش پنجم- درجه‌بندی وکلا و ترفیعات	75	ماده 75- کمیسیون ترفیع از پنج وکیل منتخب هیئتمدیره که دارای شرایط عضویت در هیئتمدیره باشند، تشکیل میشود.
