law_code	law_name	book	bab	chapter	section	article_number	text
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	109	ماده 109- در کلیه دعاوی مدنی اعم از دعاوی اصلی یا طاری و درخواستهای مربوط به امور حسبی به استثنای مواردی که قانون امور حسبی مراجعه به دادگاه را مقرر داشته است، خوانده میتواند برای تأدیه خسارات ناشی از هزینه دادرسی و حقالوکاله که ممکن است خواهان محکوم شود از دادگاه تقاضای تأمین نماید. دادگاه در صورتی که تقاضای مزبور را با توجه به نوع و وضع دعوا و سایر جهات موجه بداند، قرار تامین صادر مینماید و تا وقتی که خواهان تامین ندهد، دادرسی متوقف خواهد ماند و در صورتی که مدت مقرر در قرار دادگاه برای دادن تامین منقضی شود و خواهان تامین ندهد به درخواست خوانده قرار رد دادخواست خواهان صادر میشود. تبصره- چنانچه بر دادگاه محرز شود که منظور از اقامه دعوا تأخیر در انجام تعهد یا ایذاء طرف یا غرضورزی بوده، دادگاه مکلف است در ضمن صدور حکم یا قرار، خواهان را به تأدیه سه برابر هزینه دادرسی به نفع دولت محکوم نماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	110	ماده 110- در دعاویی که مستند آنها چک یا سفته یا برات باشد و همچنین در مورد دعاوی مستند به اسناد رسمی و دعاوی علیه متوقف، خوانده نمیتواند برای تأمین خسارات احتمالی خود تقاضای تأمین نماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	111	ماده 111- درخواست تأمین از دادگاهی میشود که صلاحیت رسیدگی به دعوا را دارد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	112	ماده 112- در صورتی که درخواستکننده تأمین تا ده روز از تاریخ صدور قرار تأمین نسبت به اصل دعوا دادخواست ندهد، دادگاه به درخواست خوانده، قرار تأمین را لغو مینماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	113	ماده 113- درخواست تأمین در صورتی پذیرفته میشود که میزان خواسته معلوم یا عین معین باشد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	114	ماده 114- نسبت به طلب یا مال معینی که هنوز موعد تسلیم آن نرسیده است، در صورتی که حق مستند به سند رسمی و در معرض تضییع یا تفریط باشد میتوان درخواست تأمین نمود.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	115	ماده 115- در صورتی که درخواست تأمین شده باشد مدیر دفتر مکلف است پرونده را فوری به نظر دادگاه برساند، دادگاه بدون اخطار به طرف، به دلایل درخواستکننده رسیدگی نموده، قرار تأمین صادر یا آن را رد مینماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	116	ماده 116- قرار تأمین به طرف دعوا ابلاغ میشود، نامبرده حق دارد ظرف ده روز به این قرار اعتراض نماید. دادگاه در اولین جلسه به اعتراض رسیدگی نموده و نسبت به آن تعیین تکلیف مینماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	117	ماده 117- قرار تأمین باید فوری به خوانده ابلاغ و پس از آن اجرا شود. در مواردی که ابلاغ فوری ممکن نباشد و تأخیر اجراء باعث تضییع یا تفریط خواسته گردد ابتدا قرار تأمین اجرا و سپس ابلاغ میشود.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	118	ماده 118- در صورتی که موجب تأمین مرتفع گردد دادگاه قرار رفع تأمین را خواهد داد. در صورت صدور حکم قطعی علیه خواهان یا استرداد دعوا و یا دادخواست، تأمین خودبهخود مرتفع میشود.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	119	ماده 119- قرار قبول یا رد تأمین، قابل تجدیدنظر نیست.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	120	ماده 120- در صورتی که قرار تأمین اجرا گردد و خواهان به موجب رأی قطعی محکومبه بطلان دعوا شود و یا حقی برای او به اثبات نرسد، خوانده حق دارد ظرف بیست روز از تاریخ ابلاغ حکم قطعی، خسارتی را که از قرار تأمین به او وارد شده است با تسلیم دلایل به دادگاه صادرکننده قرار، مطالبه کند. مطالبه خسارت در این مورد بدون رعایت تشریفات آیین دادرسی مدنی و پرداخت هزینه دادرسی صورت میگیرد. مفاد تقاضا به طرف ابلاغ میشود تا چنانچه دفاعی داشته باشد ظرف ده روز از تاریخ ابلاغ با دلایل آن را عنوان نماید. دادگاه در وقت فوقالعاده به دلایل طرفین رسیدگی و رأی مقتضی صادر مینماید. این رأی قطعی است. در صورتی که خوانده در مهلت مقرر مطالبه خسارت ننماید وجهی که بابت خسارت احتمالی سپرده شده به درخواست خواهان به او مسترد میشود. 2- اقسام تأمین
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	121	ماده 121- تأمین در این قانون عبارت است از توقیف اموال اعم از منقول و غیرمنقول.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	122	ماده 122- اگر خواسته، عین معین بوده و توقیف آن ممکن باشد، دادگاه نمیتواند مال دیگری را به عوض آن توقیف نماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	123	ماده 123- در صورتی که خواسته عین معین نباشد یا عین معین بوده ولی توقیف آن ممکن نباشد، دادگاه معادل قیمت خواسته از سایر اموال خوانده توقیف میکند.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	124	ماده 124- خوانده میتواند به عوض مالی که دادگاه میخواهد توقیف کند و یا توقیف کرده است، وجه نقد یا اوراق بهادار به میزان همان مال در صندوق دادگستری یا یکی از بانکها ودیعه بگذارد. همچنین میتواند درخواست تبدیل مالی را که توقیف شده است به مال دیگر بنماید مشروط به اینکه مال پیشنهادشده از نظر قیمت و سهولت فروش از مالی که قبلاً توقیف شده است کمتر نباشد. در مواردی که عین خواسته توقیف شده باشد تبدیل مال منوط به رضایت خواهان است.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	125	ماده 125- درخواست تبدیل تأمین از دادگاهی میشود که قرار تأمین را صادر کرده است. دادگاه مکلف است ظرف دو روز به درخواست تبدیل رسیدگی کرده، قرار مقتضی صادر نماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	126	ماده 126- توقیف اموال اعم از منقول و غیرمنقول و صورتبرداری و ارزیابی و حفظ اموال توقیفشده و توقیف حقوق استخدامی خوانده و اموال منقول وی که نزد شخص ثالث موجود است، به ترتیبی است که در قانون اجرای احکام مدنی پیشبینی شده است.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	127	ماده 127- از محصول املاک و باغها به مقدار دوسوم سهم خوانده توقیف میشود. اگر محصول جمعآوری شده باشد مأمور اجراء سهم خوانده را مشخص و توقیف مینماید. هرگاه محصول جمعآوری نشده باشد برداشت آن خواه، دفعتاً و یا به دفعات با حضور مأمور اجرا به عمل خواهد آمد.خوانده مکلف است مأمور اجراء را از زمان برداشت محصول مطلع سازد. مأمور اجرا حق هیچگونه دخالت در امر برداشت محصول را ندارد، فقط برای تعیین میزان محصولی که جمعآوری میشود حضور پیدا خواهد کرد.خواهان یا نماینده او نیز در موقع برداشت محصول حق حضور خواهد داشت. تبصره- محصولاتی که در معرض تضییع باشد فوراً ارزیابی و بدون رعایت تشریفات با تصمیم و نظارت دادگاه فروخته شده، وجه حاصل در حساب سپرده دادگستری تودیع میگردد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	128	ماده 128- در ورشکستگی چنانچه مال توقیفشده عین معین و مورد ادعای متقاضی تأمین باشد درخواستکننده تأمین بر سایر طلبکاران حق تقدم دارد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث اول- تأمین خواسته	129	ماده 129- در کلیه مواردی که تأمین مالی منتهی به فروش آن گردد رعایت مقررات فصل سوم از باب هشتم این قانون (مستثنیات دین) الزامی است.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث دوم- ورود شخص ثالث	130	ماده 130- هرگاه شخص ثالثی در موضوع دادرسی اصحاب دعوای اصلی برای خود مستقلاً حقی قایل باشد و یا خود را در محق شدن یکی از طرفین ذینفع بداند، میتواند تا وقتی که ختم دادرسی اعلام نشده است، وارد دعوا گردد، چه اینکه رسیدگی در مرحله بدوی باشد یا در مرحله تجدیدنظر. در این صورت نامبرده باید دادخواست خود را به دادگاهی که دعوا در آنجا مطرح است تقدیم و در آن منظور خود را به طور صریح اعلان نماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث دوم- ورود شخص ثالث	131	ماده 131- دادخواست ورود شخص ثالث و رونوشت مدارک و ضمائم آن باید به تعداد اصحاب دعوای اصلی بعلاوه یک نسخه باشد و شرایط دادخواست اصلی را دارا خواهد بود.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث دوم- ورود شخص ثالث	132	ماده 132- پس از وصول دادخواست شخص ثالث وقت رسیدگی به دعوای اصلی به وی نیز اعلام میگردد و نسخهای از دادخواست و ضمائم آن برای طرفین دعوای اصلی ارسال میشود. در صورت نبودن وقت کافی به دستور دادگاه وقت جلسه دادرسی تغییر و به اصحاب دعوا ابلاغ خواهد شد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث دوم- ورود شخص ثالث	133	ماده 133- هرگاه دادگاه احراز نماید که دعوای ثالث به منظور تبانی و یا تأخیر رسیدگی است و یا رسیدگی به دعوای اصلی منوط به رسیدگی به دعوای ثالث نمیباشد دعوای ثالث را از دعوای اصلی تفکیک نموده به هر یک جداگانه رسیدگی میکند.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث دوم- ورود شخص ثالث	134	ماده 134- رد یا ابطال دادخواست و یا رد دعوای شخص ثالث مانع از ورود او در مرحله تجدیدنظر نخواهد بود. ترتیبات دادرسی در مورد ورود شخص ثالث در هر مرحله چه نخستین یا تجدیدنظر برابر مقررات عمومی راجع به آن مرحله است.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث سوم- جلب شخص ثالث	135	ماده 135- هر یک از اصحاب دعوا که جلب شخص ثالثی را لازم بداند، میتواند تا پایان جلسه اول دادرسی جهات و دلایل خود را اظهار کرده و ظرف سه روز پس از جلسه با تقدیم دادخواست از دادگاه درخواست جلب او را بنماید، چه دعوا در مرحله نخستین باشد یا تجدیدنظر.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث سوم- جلب شخص ثالث	136	ماده 136- محکومعلیه غیابی در صورتی که بخواهد درخواست جلب شخص ثالث را بنماید، باید دادخواست جلب را با دادخواست اعتراض توام به دفتر دادگاه تسلیم کند، معترض علیه نیز حق دارد در اولین جلسه رسیدگی به اعتراض، جهات و دلایل خود را اظهار کرده و ظرف سه روز دادخواست جلب شخص ثالث را تقدیم دادگاه نماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث سوم- جلب شخص ثالث	137	ماده 137- دادخواست جلب شخص ثالث و رونوشت مدارک و ضمائم باید به تعداد اصحاب دعوا بعلاوه یک نسخه باشد. جریان دادرسی در مورد جلب شخص ثالث، شرایط دادخواست و نیز مورد رد یا ابطال آن همانند دادخواست اصلی خواهد بود.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث سوم- جلب شخص ثالث	138	ماده 138- در صورتی که از موقع تقدیم دادخواست تا جلسه دادرسی، مدت تعیینشده کافی برای فرستادن دادخواست و ضمائم آن برای اصحاب دعوا نباشد دادگاه وقت جلسه دادرسی را تغییر داده و به اصحاب دعوا ابلاغ مینماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث سوم- جلب شخص ثالث	139	ماده 139- شخص ثالث که جلب میشود خوانده محسوب و تمام مقررات راجع به خوانده درباره او جاری است. هرگاه دادگاه احراز نماید که جلب شخص ثالث به منظور تأخیر رسیدگی است میتواند دادخواست جلب را از دادخواست اصلی تفکیک نموده به هر یک جداگانه رسیدگی کند.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث سوم- جلب شخص ثالث	140	ماده 140- قرار رد دادخواست جلب شخص ثالث، با حکم راجع به اصل دعوا قابل تجدیدنظر است. در صورتی که قرار در مرحله تجدیدنظر فسخ شود، پس از فسخ قرار، رسیدگی به آن با دعوای اصلی، در دادگاهی که بهعنوان تجدیدنظر رسیدگی مینماید، به عمل میآید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث چهارم- دعوای متقابل	141	ماده 141- خوانده میتواند در مقابل ادعای خواهان، اقامه دعوا نماید. چنین دعوایی در صورتی که با دعوای اصلی ناشی از یک منشأ بوده یا ارتباط کامل داشته باشد، دعوای متقابل نامیده شده و توأماً رسیدگی میشود و چنانچه دعوای متقابل نباشد، در دادگاه صالح به طور جداگانه رسیدگی خواهد شد. بین دو دعوا وقتی ارتباط کامل موجود است که اتخاذ تصمیم در هر یک مؤثر در دیگری باشد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث چهارم- دعوای متقابل	142	ماده 142- دعوای متقابل به موجب دادخواست اقامه میشود، لیکن دعاوی تهاتر، صلح، فسخ، رد خواسته و امثال آنکه برای دفاع از دعوای اصلی اظهار میشود، دعوای متقابل محسوب نمیشود و نیاز به تقدیم دادخواست جداگانه ندارد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث چهارم- دعوای متقابل	143	ماده 143- دادخواست دعوای متقابل باید تا پایان اولین جلسه دادرسی تقدیم شود و اگر خواهان دعوای متقابل را در جلسه دادرسی اقامه نماید، خوانده میتواند برای تهیه پاسخ و ادله خود تأخیر جلسه را درخواست نماید. شرایط و موارد رد یا ابطال دادخواست همانند مقررات دادخواست اصلی خواهد بود.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث پنجم- اخذ تأمین از اتباع دولتهای خارجی	144	ماده 144- اتباع دولتهای خارج، چه خواهان اصلی باشند و یا به عنوان شخص ثالث وارد دعوا گردند. بنا به درخواست طرف دعوا، برای تأدیه خسارتی که ممکن است بابت هزینه دادرسی و حقالوکاله به آن محکوم گردند باید تأمین مناسب بسپارند. درخواست اخذ تأمین فقط از خوانده تبعه ایران و تا پایان جلسه اول دادرسی پذیرفته میشود.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث پنجم- اخذ تأمین از اتباع دولتهای خارجی	145	ماده 145- در موارد زیر اتباع بیگانه اگر خواهان باشند از دادن تأمین معاف میباشند: 1- در کشور متبوع وی، اتباع ایرانی از دادن چنین تأمینی معاف باشند. 2- دعاوی راجع به برات، سفته و چک. 3- دعاوی متقابل. 4- دعاوی که مستند به سند رسمی میباشد. 5- دعاوی که بر اثر آگهی رسمی اقامه میشود از قبیل اعتراض به ثبت و دعاوی علیه متوقف.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث پنجم- اخذ تأمین از اتباع دولتهای خارجی	146	ماده 146- هرگاه در اثنای دادرسی، تابعیت خارجی خواهان یا تجدیدنظرخواه کشف شود و یا تابعیت ایران از او سلب و یا سبب معافیت از تأمین از او زایل گردد، خوانده یا تجدیدنظرخوانده ایرانی میتواند درخواست تأمین نماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث پنجم- اخذ تأمین از اتباع دولتهای خارجی	147	ماده 147- دادگاه مکلف است نسبت به درخواست تأمین، رسیدگی و مقدار و مهلت سپردن آن را تعیین نماید و تا وقتی تأمین داده نشده است دادرسی متوقف خواهد ماند. در صورتی که مدت مقرر برای دادن تأمین منقضی گردد و خواهان تأمین نداده باشد در مرحله نخستین به تقاضای خوانده و در مرحله تجدیدنظر به درخواست تجدیدنظر خوانده، قرار رد دادخواست صادر میگردد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل ششم- امور اتفاقی	مبحث پنجم- اخذ تأمین از اتباع دولتهای خارجی	148	ماده 148- چنانچه بر دادگاه معلوم شود مقدار تأمینی که تعیین گردیده کافی نیست، مقدار کافی را برای تأمین تعیین میکند. در صورت امتناع خواهان یا تجدیدنظرخواه از سپردن تأمین تعیینشده برابر ماده فوق اقدام میشود.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث اول- تأمین دلیل	149	ماده 149- در مواردی که اشخاص ذینفع احتمال دهند که در آینده استفاده از دلایل و مدارک دعوای آنان از قبیل تحقیق محلی و کسب اطلاع از مطلعین و استعلام نظر کارشناسان یا دفاتر تجاری یا استفاده از قرائن و امارات موجود در محل و یا دلایلی که نزد طرف دعوا یا دیگری است، متعذر یا متعسر خواهد شد، میتوانند از دادگاه درخواست تأمین آنها را بنمایند. مقصود از تأمین در این موارد فقط ملاحظه و صورتبرداری از این گونه دلایل است.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث اول- تأمین دلیل	150	ماده 150- درخواست تأمین دلیل ممکن است در هنگام دادرسی و یا قبل از اقامه دعوا باشد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث اول- تأمین دلیل	151	ماده 151- درخواست تأمین دلیل چه کتبی یا شفاهی باید حاوی نکات زیر باشد: 1- مشخصات درخواستکننده و طرف او. 2- موضوع دعوایی که برای اثبات آن درخواست تأمین دلیل میشود. 3- اوضاع و احوالی که موجب درخواست تأمین دلیل شده است.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث اول- تأمین دلیل	152	ماده 152- دادگاه طرف مقابل را برای تأمین دلیل احضار مینماید ولی عدم حضور او مانع از تأمین دلیل نیست. در اموری که فوریت داشته باشد دادگاه بدون احضار طرف، اقدام به تأمین دلیل مینماید.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث اول- تأمین دلیل	153	ماده 153- دادگاه میتواند تأمین دلیل را به دادرس علیالبدل یا مدیر دفتر دادگاه ارجاع دهد مگر در مواردی که فقط تأمین دلیل مبنای حکم دادگاه قرار گیرد در این صورت قاضی صادرکننده رأی باید شخصاً اقدام نماید یا گزارش تأمین دلیل موجب وثوق دادگاه باشد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث اول- تأمین دلیل	154	ماده 154- در صورتی که تعیین طرف مقابل برای درخواستکننده تأمین دلیل ممکن نباشد،درخواست تأمین دلیل بدون تعیین طرف پذیرفته و به جریان گذاشته خواهد شد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث اول- تأمین دلیل	155	ماده 155- تأمین دلیل برای حفظ آن است و تشخیص درجه ارزش آن در موارد استفاده، با دادگاه میباشد.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث دوم- اظهارنامه	156	ماده 156- هر کس میتواند قبل از تقدیم دادخواست، حق خود را به وسیله اظهارنامه از دیگری مطالبه نماید، مشروط بر اینکه موعد مطالبه رسیده باشد. به طور کلی هر کس حق دارد اظهاراتی را که راجع به معاملات و تعهدات خود با دیگری است و بخواهد به طور رسمی به وی برساند ضمن اظهارنامه به طرف ابلاغ نماید. اظهارنامه توسط اداره ثبتاسناد و املاک کشور یا دفاتر دادگاهها ابلاغ میشود. تبصره- اداره ثبتاسناد و دفتر دادگاهها میتوانند از ابلاغ اظهارنامههایی که حاوی مطالب خلاف اخلاق و خارج از نزاکت باشد، خودداری نمایند.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هفتم- تأمین دلیل و اظهارنامه	مبحث دوم- اظهارنامه	157	ماده 157- در صورتی که اظهارنامه مشعر به تسلیم چیزی یا وجه یا مال یا سندی از طرف اظهارکننده به مخاطب باشد باید آن چیز یا وجه یا مال یا سند هنگام تسلیم اظهارنامه به مرجع ابلاغ، تحت نظر و حفاظت آن مرجع قرار گیرد، مگر آنکه طرفین هنگام تعهد محل و ترتیب دیگری را تعیین کرده باشند.
tashkil_dadgah_omoor_madani	قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی	کتاب اول- در امور مدنی	باب سوم- دادرسی نخستین	فصل هشتم- دعاوی تصرف عدوانی، ممانعت از حق و مزاحمت		158	ماده 158- دعوای تصرف عدوانی عبارتست از: ادعای متصرف سابق مبنی بر اینکه دیگری بدون رضایت او مال غیرمنقول را از تصرف وی خارج کرده و اعاده تصرف خود را نسبت به آن مال درخواست مینماید.
